i, random1, random2, random3
0, 0.8691073836940734, 0.4959247324209186, 0.09011637113346749
1, 0.9976347300940862, 0.22960062040010454, 0.9733615810181193
2, 0.6306010425890411, 0.4201994466528245, 0.3853903841845684
3, 0.2587959750142276, 0.5245588760278713, 0.6929316649525566
4, 0.2463289282168727, 0.7161281716963139, 0.22505872742572774
5, 0.12766215880344656, 0.7450116564877015, 0.9678212275800695
6, 0.3049043270030365, 0.5225726511673574, 0.5687448559059533
7, 0.18891248891455592, 0.582248320464209, 0.5149898587115257
8, 0.6435935001070664, 0.6847451409849458, 0.9293191654053647
9, 0.7260245422295529, 0.2674647466506762, 0.4856183242617601
10, 0.36337389649726626, 0.22123514234855157, 0.31333153316545914
11, 0.6169460808211427, 0.16068515849702958, 0.20226781632309354
12, 0.5967595998340375, 0.561788901742272, 0.06991250636717117
13, 0.6699044116086229, 0.8723128959004534, 0.5114818361841224
14, 0.6007322781333163, 0.5615108632297064, 0.8034604754521657
15, 0.7667358012793205, 0.004966129289919796, 0.13817709641605058
16, 0.619875000585039, 0.45426945678842123, 0.7583842431630333
17, 0.12248078111082372, 0.6778016414846663, 0.5689259830405788
18, 0.1339987229135149, 0.40600671628106233, 0.9233359224156613
19, 0.40234205384451915, 0.9184829097989868, 0.3981092459207489
20, 0.8463272708666052, 0.21144052831041793, 0.5658073169617891
21, 0.6626268983955893, 0.7079272186865689, 0.20528080177810615
22, 0.3866202891418721, 0.7790846130123602, 0.09051850557503927
23, 0.6727283984847612, 0.9308907086784117, 0.6147127995294687
24, 0.890332033825299, 0.820586489494603, 0.07524159375273198
25, 0.9901199982923974, 0.9963584847593889, 0.4080057606150299
26, 0.7496222778316302, 0.7663912001894168, 0.5389250861152203
27, 0.23989992607333055, 0.3074006048564193, 0.5624369546591663
28, 0.7635288763940543, 0.0702580343409237, 0.22371028132066784
29, 0.9985014805440225, 0.4535083917007886, 0.8925924815071706
30, 0.18559914600195282, 0.6869801994534913, 0.005694548651820619
31, 0.4416296353519146, 0.40212417165986336, 0.7331603737169566
32, 0.44266027205329095, 0.2995157680817656, 0.4783670467411566
33, 0.7237980919280168, 0.6239711830651006, 0.8161467452049715
34, 0.07545812967031396, 0.7202785407217666, 0.7409639610615993
35, 0.926114949316851, 0.895731630593944, 0.20003621768490076
36, 0.10457746364180864, 0.0714520669218709, 0.3113401132388057
37, 0.3750146593608358, 0.4972095566352144, 0.3264079040722604
38, 0.8839796205964755, 0.5578508179891551, 0.8485370221141545
39, 0.7480645276047444, 0.7307509648470616, 0.1616541847527403
40, 0.40002306770164053, 0.19800276182919252, 0.44231085607424936
41, 0.7647924186075776, 0.16042256421939605, 0.801644183744866
42, 0.6126100407591918, 0.6151636348217722, 0.5934407702441094
43, 0.245336198934196, 0.922666460775357, 0.17754747516552127
44, 0.00490291134737586, 0.7904214547755319, 0.5926260131595809
45, 0.19633132948422038, 0.6222775485076703, 0.3713826552870565
46, 0.25254184148115, 0.3358176938047709, 0.7299070044434566
47, 0.47969620411465397, 0.5577585845152313, 0.24312407813110337
48, 0.9458254245605735, 0.8645444323650298, 0.8960984278373504
49, 0.7873333413021372, 0.625544359391106, 0.6267359947246336
50, 0.1766443570488121, 0.08494920468742839, 0.5671785751509557
51, 0.7429279165358861, 0.5826330733745839, 0.8254227838666646
52, 0.6649436140651332, 0.17200864163892027, 0.4477306021763081
53, 0.28294539733029767, 0.8731465874161962, 0.43857700204686767
54, 0.48743159354996746, 0.23013046844166607, 0.41613985984015966
55, 0.7804801676104237, 0.7461275172492468, 0.37591905249814317
56, 0.2794399569936068, 0.8870521052377283, 0.5531833899251958
57, 0.32366280563404515, 0.14857207177129672, 0.8810844332294342
58, 0.35943474045938506, 0.0757126166760127, 0.5196453190977514
59, 0.7923248032683013, 0.8468746319802491, 0.8199722955934203
60, 0.7510649476555145, 0.6651642764380743, 0.9911449164812062
61, 0.22580795127820608, 0.292384535834619, 0.36502067569530183
62, 0.6024378865233265, 0.0009490156348461731, 0.17728288804784542
63, 0.6858071038699408, 0.485670468644805, 0.13415453725728643
64, 0.7854060205920134, 0.9708301627494047, 0.29295128008035143
65, 0.7123634150433935, 0.6158890373461491, 0.4631032446509349
66, 0.19950289461945325, 0.7471944271751146, 0.18157460887394639
67, 0.48916544270317375, 0.4834293476795314, 0.800208123835287
68, 0.24984608683737197, 0.268401496852533, 0.965090544956339
69, 0.5094172471178394, 0.021084456976140475, 0.13421160934967913
70, 0.6498359262585486, 0.022499724617735417, 0.786541924723513
71, 0.3830565423790704, 0.6168856690973441, 0.2043570213492708
